-86.79113,32.806671,0
-152.404419,61.370716,1
-111.431221,33.729759,1
-92.373123,34.969704,1
-119.681564,36.116203,1
-105.311104,39.059811,1
-72.755371,41.597782,1
-75.507141,39.318523,0
-81.686783,27.766279,0
-83.643074,33.040619,1
-157.498337,21.094318,1
-114.478828,44.240459,1
-88.986137,40.349457,1
-86.258278,39.849426,1
-93.210526,42.011539,1
-96.726486,38.5266,1
-84.670067,37.66814,0
-91.867805,31.169546,1
-69.381927,44.693947,1
-76.802101,39.063946,1
-71.530106,42.230171,1
-84.536095,43.326618,0
-93.900192,45.694454,1
-89.678696,32.741646,1
-92.288368,38.456085,1
-110.454353,46.921925,1
-98.268082,41.12537,1
-117.055374,38.313515,1
-71.563896,43.452492,0
-74.521011,40.298904,1
-106.248482,34.840515,0
-74.948051,42.165726,1
-79.806419,35.630066,1
-99.784012,47.528912,1
-82.764915,40.388783,0
-96.928917,35.565342,1
-122.070938,44.572021,1
-77.209755,40.590752,1
-71.51178,41.680893,1
-80.945007,33.856892,1
-99.438828,44.299782,0
-86.692345,35.747845,0
-97.563461,31.054487,0
-111.862434,40.150032,1
-72.710686,44.045876,1
-78.169968,37.769337,1
-121.490494,47.400902,1
-80.954453,38.491226,1
-89.616508,44.268543,1
-107.30249,42.755966,1
